material_id,cif,formula,tc
568,"# generated using pymatgen
data_AlGaCo2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.00235772
_cell_length_b   4.00235772
_cell_length_c   4.00235772
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AlGaCo2
_chemical_formula_sum   'Al1 Ga1 Co2'
_cell_volume   45.33490472
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.50000000  0.50000000  0.50000000  1
  Ga  Ga1  1  0.00000000  0.00000000  0.00000000  1
  Co  Co2  1  0.25000000  0.25000000  0.25000000  1
  Co  Co3  1  0.75000000  0.75000000  0.75000000  1
",AlGaCo2,1.8605467717394595e-11
530,"# generated using pymatgen
data_Al2RuRh
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.20047679
_cell_length_b   4.20047679
_cell_length_c   4.20047679
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Al2RuRh
_chemical_formula_sum   'Al2 Ru1 Rh1'
_cell_volume   52.40597087
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.75000000  0.75000000  0.75000000  1
  Al  Al1  1  0.25000000  0.25000000  0.25000000  1
  Ru  Ru2  1  0.00000000  0.00000000  0.00000000  1
  Rh  Rh3  1  0.50000000  0.50000000  0.50000000  1
",Al2RuRh,1.4667550971263198e-21
908,"# generated using pymatgen
data_ScCo3C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.75814651
_cell_length_b   3.75814651
_cell_length_c   3.75814651
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ScCo3C
_chemical_formula_sum   'Sc1 Co3 C1'
_cell_volume   53.07880319
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sc  Sc0  1  0.00000000  0.00000000  0.00000000  1
  Co  Co1  1  0.00000000  0.50000000  0.50000000  1
  Co  Co2  1  0.50000000  0.00000000  0.50000000  1
  Co  Co3  1  0.50000000  0.50000000  0.00000000  1
  C  C4  1  0.50000000  0.50000000  0.50000000  1
",ScCo3C,0.21469226435541489
177,"# generated using pymatgen
data_VP
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.08339380
_cell_length_b   3.08339380
_cell_length_c   6.25187515
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   VP
_chemical_formula_sum   'V2 P2'
_cell_volume   51.47530372
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.00000000  0.00000000  0.50000000  1
  V  V1  1  0.00000000  0.00000000  0.00000000  1
  P  P2  1  0.33333333  0.66666667  0.25000000  1
  P  P3  1  0.66666667  0.33333333  0.75000000  1
",V2P2,0.08687871341368052
1022,"# generated using pymatgen
data_TiGaFeCo
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.05392928
_cell_length_b   4.05392928
_cell_length_c   4.05392928
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiGaFeCo
_chemical_formula_sum   'Ti1 Ga1 Fe1 Co1'
_cell_volume   47.11004363
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.50000000  0.50000000  0.50000000  1
  Ga  Ga1  1  0.00000000  0.00000000  0.00000000  1
  Fe  Fe2  1  0.25000000  0.25000000  0.25000000  1
  Co  Co3  1  0.75000000  0.75000000  0.75000000  1
",TiGaFeCo,2.3750716909438456e-11
899,"# generated using pymatgen
data_CaPO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.69762400
_cell_length_b   3.69762400
_cell_length_c   3.69762400
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CaPO3
_chemical_formula_sum   'Ca1 P1 O3'
_cell_volume   50.55548051
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.00000000  0.00000000  0.00000000  1
  P  P1  1  0.50000000  0.50000000  0.50000000  1
  O  O2  1  0.50000000  0.50000000  0.00000000  1
  O  O3  1  0.50000000  0.00000000  0.50000000  1
  O  O4  1  0.00000000  0.50000000  0.50000000  1
",CaPO3,8.350617696268936
445,"# generated using pymatgen
data_LiVRh2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.12460762
_cell_length_b   4.12460762
_cell_length_c   4.12460762
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiVRh2
_chemical_formula_sum   'Li1 V1 Rh2'
_cell_volume   49.61727633
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.00000000  0.00000000  0.00000000  1
  V  V1  1  0.50000000  0.50000000  0.50000000  1
  Rh  Rh2  1  0.75000000  0.75000000  0.75000000  1
  Rh  Rh3  1  0.25000000  0.25000000  0.25000000  1
",LiVRh2,0.05207031179897538
539,"# generated using pymatgen
data_Sc2CuRu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.50083786
_cell_length_b   4.50083786
_cell_length_c   4.50083786
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sc2CuRu
_chemical_formula_sum   'Sc2 Cu1 Ru1'
_cell_volume   64.47110403
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sc  Sc0  1  0.25000000  0.25000000  0.25000000  1
  Sc  Sc1  1  0.75000000  0.75000000  0.75000000  1
  Cu  Cu2  1  0.50000000  0.50000000  0.50000000  1
  Ru  Ru3  1  0.00000000  0.00000000  0.00000000  1
",Sc2CuRu,2.334757787142904
997,"# generated using pymatgen
data_TiB2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.01821787
_cell_length_b   3.01821787
_cell_length_c   3.18597450
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiB2
_chemical_formula_sum   'Ti1 B2'
_cell_volume   25.13472267
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.00000000  0.00000000  0.00000000  1
  B  B1  1  0.66666667  0.33333333  0.50000000  1
  B  B2  1  0.33333333  0.66666667  0.50000000  1
",TiB2,1.967167202170409e-12
847,"# generated using pymatgen
data_BS
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.59466716
_cell_length_b   3.00821617
_cell_length_c   7.05282713
_cell_angle_alpha   77.65492361
_cell_angle_beta   89.91019208
_cell_angle_gamma   90.01634789
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BS
_chemical_formula_sum   'B2 S2'
_cell_volume   53.77661955
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  B  B0  1  0.75034212  0.04384359  0.91269840  1
  B  B1  1  0.24965895  0.95615598  0.08730230  1
  S  S2  1  0.75117511  0.62851150  0.74374486  1
  S  S3  1  0.24882596  0.37148807  0.25625584  1
",B2S2,2.9076087058953943
876,"# generated using pymatgen
data_BeN2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.52210346
_cell_length_b   2.91805365
_cell_length_c   3.63301055
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BeN2
_chemical_formula_sum   'Be1 N2'
_cell_volume   26.73762516
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Be  Be0  1  0.50000000  0.00000000  0.00000000  1
  N  N1  1  0.00000000  0.00000000  0.33227409  1
  N  N2  1  0.00000000  0.00000000  0.66772599  1
",BeN2,7.874103090531951
7,"# generated using pymatgen
data_TiN
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.97341767
_cell_length_b   2.97341767
_cell_length_c   2.97341767
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiN
_chemical_formula_sum   'Ti1 N1'
_cell_volume   18.58886001
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.00000000  0.00000000  0.00000000  1
  N  N1  1  0.50000000  0.50000000  0.50000000  1
",TiN,14.619343426870724
155,"# generated using pymatgen
data_NaFe2O3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.81987982
_cell_length_b   2.81987982
_cell_length_c   7.76204986
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NaFe2O3
_chemical_formula_sum   'Na1 Fe2 O3'
_cell_volume   53.45252898
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.00000000  0.00000000  0.50000000  1
  Fe  Fe1  1  0.66666667  0.33333333  0.16641870  1
  Fe  Fe2  1  0.33333333  0.66666667  0.83358121  1
  O  O3  1  0.66666667  0.33333333  0.70924223  1
  O  O4  1  0.33333333  0.66666667  0.29075767  1
  O  O5  1  0.00000000  0.00000000  0.00000000  1
",NaFe2O3,10.520967093422579
357,"# generated using pymatgen
data_ScS
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.63876416
_cell_length_b   3.63876416
_cell_length_c   3.63876416
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ScS
_chemical_formula_sum   'Sc1 S1'
_cell_volume   34.06800707
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sc  Sc0  1  0.50000000  0.50000000  0.50000000  1
  S  S1  1  0.00000000  0.00000000  0.00000000  1
",ScS,6.03634219628814
591,"# generated using pymatgen
data_CoSb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.82860215
_cell_length_b   3.82860215
_cell_length_c   5.12230807
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CoSb
_chemical_formula_sum   'Co2 Sb2'
_cell_volume   65.02446752
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Co  Co0  1  0.00000000  0.00000000  0.50000000  1
  Co  Co1  1  0.00000000  0.00000000  0.00000000  1
  Sb  Sb2  1  0.66666667  0.33333333  0.25000000  1
  Sb  Sb3  1  0.33333333  0.66666667  0.75000000  1
",Co2Sb2,0.1326634649421386
223,"# generated using pymatgen
data_WO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.81023913
_cell_length_b   3.81023913
_cell_length_c   3.81023913
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   WO3
_chemical_formula_sum   'W1 O3'
_cell_volume   55.31675520
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  W  W0  1  0.00000000  0.00000000  0.00000000  1
  O  O1  1  0.00000000  0.50000000  0.00000000  1
  O  O2  1  0.50000000  0.00000000  0.00000000  1
  O  O3  1  0.00000000  0.00000000  0.50000000  1
",WO3,1.7991991242110954
329,"# generated using pymatgen
data_HfO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.94031345
_cell_length_b   3.97429375
_cell_length_c   3.97730486
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HfO2
_chemical_formula_sum   'Hf1 O2'
_cell_volume   62.28444740
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Hf  Hf0  1  0.00000000  0.50000000  0.63341322  1
  O  O1  1  0.00000000  0.00000000  0.63329405  1
  O  O2  1  0.00000000  0.50000000  0.13329408  1
",HfO2,0.0003153751690799497
552,"# generated using pymatgen
data_AlPt3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.87222496
_cell_length_b   3.87222496
_cell_length_c   3.87222496
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AlPt3
_chemical_formula_sum   'Al1 Pt3'
_cell_volume   58.06062962
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.00000000  0.00000000  0.00000000  1
  Pt  Pt1  1  0.00000000  0.50000000  0.50000000  1
  Pt  Pt2  1  0.50000000  0.50000000  0.00000000  1
  Pt  Pt3  1  0.50000000  0.00000000  0.50000000  1
",AlPt3,2.241797241288463
486,"# generated using pymatgen
data_Li3F
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.05689283
_cell_length_b   4.07145185
_cell_length_c   5.25426397
_cell_angle_alpha   67.21397600
_cell_angle_beta   83.82535686
_cell_angle_gamma   89.93732107
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li3F
_chemical_formula_sum   'Li3 F1'
_cell_volume   59.88249484
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.80260484  0.92310940  0.97767073  1
  Li  Li1  1  0.21556054  0.28503377  0.25352648  1
  Li  Li2  1  0.62550617  0.59673725  0.62967290  1
  F  F3  1  0.75654621  0.41316580  0.99636136  1
",Li3F,1.5468800727056349
851,"# generated using pymatgen
data_CaCO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.46400624
_cell_length_b   3.46400624
_cell_length_c   3.46400624
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CaCO3
_chemical_formula_sum   'Ca1 C1 O3'
_cell_volume   41.56578613
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.00000000  0.00000000  0.00000000  1
  C  C1  1  0.50000000  0.50000000  0.50000000  1
  O  O2  1  0.50000000  0.50000000  0.00000000  1
  O  O3  1  0.50000000  0.00000000  0.50000000  1
  O  O4  1  0.00000000  0.50000000  0.50000000  1
",CaCO3,7.781567470850573
394,"# generated using pymatgen
data_HfZn2Ga
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.95847897
_cell_length_b   3.95847897
_cell_length_c   4.04732497
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HfZn2Ga
_chemical_formula_sum   'Hf1 Zn2 Ga1'
_cell_volume   63.41978434
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Hf  Hf0  1  0.50000000  0.50000000  0.00000000  1
  Zn  Zn1  1  0.50000000  0.00000000  0.50000000  1
  Zn  Zn2  1  0.00000000  0.50000000  0.50000000  1
  Ga  Ga3  1  0.00000000  0.00000000  0.00000000  1
",HfZn2Ga,1.3315486668851453
620,"# generated using pymatgen
data_ZrN
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.16753023
_cell_length_b   3.16753023
_cell_length_c   5.64519990
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZrN
_chemical_formula_sum   'Zr2 N2'
_cell_volume   49.05140994
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zr  Zr0  1  0.00000000  0.00000000  0.00000000  1
  Zr  Zr1  1  0.00000000  0.00000000  0.50000000  1
  N  N2  1  0.66666667  0.33333333  0.75000000  1
  N  N3  1  0.33333333  0.66666667  0.25000000  1
",Zr2N2,2.440002851890043
497,"# generated using pymatgen
data_YAl3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.21766744
_cell_length_b   4.21766744
_cell_length_c   4.21766744
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   YAl3
_chemical_formula_sum   'Y1 Al3'
_cell_volume   75.02689945
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.00000000  0.00000000  0.00000000  1
  Al  Al1  1  0.00000000  0.50000000  0.50000000  1
  Al  Al2  1  0.50000000  0.50000000  0.00000000  1
  Al  Al3  1  0.50000000  0.00000000  0.50000000  1
",YAl3,0.06624024076803066
532,"# generated using pymatgen
data_Sc2CuOs
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.50587332
_cell_length_b   4.50587332
_cell_length_c   4.50587332
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sc2CuOs
_chemical_formula_sum   'Sc2 Cu1 Os1'
_cell_volume   64.68773352
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sc  Sc0  1  0.25000000  0.25000000  0.25000000  1
  Sc  Sc1  1  0.75000000  0.75000000  0.75000000  1
  Cu  Cu2  1  0.50000000  0.50000000  0.50000000  1
  Os  Os3  1  0.00000000  0.00000000  0.00000000  1
",Sc2CuOs,0.96258983209974
854,"# generated using pymatgen
data_MgCO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.34810564
_cell_length_b   3.34810564
_cell_length_c   3.34810564
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgCO3
_chemical_formula_sum   'Mg1 C1 O3'
_cell_volume   37.53163268
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.00000000  0.00000000  0.00000000  1
  C  C1  1  0.50000000  0.50000000  0.50000000  1
  O  O2  1  0.50000000  0.50000000  0.00000000  1
  O  O3  1  0.50000000  0.00000000  0.50000000  1
  O  O4  1  0.00000000  0.50000000  0.50000000  1
",MgCO3,11.785364584109878
1021,"# generated using pymatgen
data_TiN
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.21844211
_cell_length_b   3.21844211
_cell_length_c   3.21844211
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiN
_chemical_formula_sum   'Ti1 N1'
_cell_volume   23.57339360
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.00000000  0.00000000  0.00000000  1
  N  N1  1  0.25000000  0.25000000  0.25000000  1
",TiN,1.6408139064643406
621,"# generated using pymatgen
data_Sc3Al
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.37350042
_cell_length_b   4.37350042
_cell_length_c   4.37350042
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sc3Al
_chemical_formula_sum   'Sc3 Al1'
_cell_volume   83.65415508
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sc  Sc0  1  0.50000000  0.00000000  0.50000000  1
  Sc  Sc1  1  0.00000000  0.50000000  0.50000000  1
  Sc  Sc2  1  0.50000000  0.50000000  0.00000000  1
  Al  Al3  1  0.00000000  0.00000000  0.00000000  1
",Sc3Al,2.5289516147454942
773,"# generated using pymatgen
data_RhOF
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.65458377
_cell_length_b   3.65458377
_cell_length_c   2.69096501
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   RhOF
_chemical_formula_sum   'Rh1 O1 F1'
_cell_volume   31.12537015
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Rh  Rh0  1  0.33333333  0.66666667  0.00000000  1
  O  O1  1  0.00000000  0.00000000  0.00000000  1
  F  F2  1  0.66666667  0.33333333  0.00000000  1
",RhOF,7.3280086506355415
